category,mir,disease,mesh_name,pmid,causality
circulation_biomarker_diagnosis_down,hsa-mir-144,Thyroid Neoplasms,Thyroid Neoplasms,17355635,no
circulation_biomarker_diagnosis_down,hsa-mir-17,Breast Neoplasms,Breast Neoplasms,17442096,no
circulation_biomarker_diagnosis_down,hsa-mir-1-1,"Cardiomyopathy, Hypertrophic","Cardiomyopathy, Hypertrophic",17468766,no
circulation_biomarker_diagnosis_down,hsa-mir-1-2,"Cardiomyopathy, Hypertrophic","Cardiomyopathy, Hypertrophic",17468766,no
circulation_biomarker_diagnosis_down,hsa-mir-133a-1,"Cardiomyopathy, Hypertrophic","Cardiomyopathy, Hypertrophic",17468766,no
circulation_biomarker_diagnosis_down,hsa-mir-133a-2,"Cardiomyopathy, Hypertrophic","Cardiomyopathy, Hypertrophic",17468766,no
circulation_biomarker_diagnosis_down,hsa-mir-1-1,"Cardiomyopathy, Hypertrophic","Cardiomyopathy, Hypertrophic",17479098,no
circulation_biomarker_diagnosis_down,hsa-mir-1-2,"Cardiomyopathy, Hypertrophic","Cardiomyopathy, Hypertrophic",17479098,no
circulation_biomarker_diagnosis_down,hsa-mir-133a-1,"Cardiomyopathy, Hypertrophic","Cardiomyopathy, Hypertrophic",17479098,no
circulation_biomarker_diagnosis_down,hsa-mir-133a-2,"Cardiomyopathy, Hypertrophic","Cardiomyopathy, Hypertrophic",17479098,no
circulation_biomarker_diagnosis_down,hsa-mir-148a,Asthma,Asthma,17847008,no
circulation_biomarker_diagnosis_down,hsa-mir-148b,Asthma,Asthma,17847008,no
circulation_biomarker_diagnosis_down,hsa-mir-152,Asthma,Asthma,17847008,no
circulation_biomarker_diagnosis_down,hsa-mir-143,"Lymphoma, B-Cell","Lymphoma, B-Cell",17892514,no
circulation_biomarker_diagnosis_down,hsa-mir-143,Breast Neoplasms,Breast Neoplasms,17940623,no
circulation_biomarker_diagnosis_down,hsa-mir-143,Colon Neoplasms,Colonic Neoplasms,17940623,no
circulation_biomarker_diagnosis_down,hsa-mir-145,Breast Neoplasms,Breast Neoplasms,17940623,no
circulation_biomarker_diagnosis_down,hsa-mir-145,Colon Neoplasms,Colonic Neoplasms,17940623,no
circulation_biomarker_diagnosis_down,hsa-mir-17,Breast Neoplasms,Breast Neoplasms,17965831,no
circulation_biomarker_diagnosis_down,hsa-let-7a-3,Ovarian Neoplasms,Ovarian Neoplasms,17974952,no
circulation_biomarker_diagnosis_down,hsa-mir-150,Polycythemia Vera,Polycythemia Vera,17976518,no
circulation_biomarker_diagnosis_down,hsa-mir-155,Polycythemia Vera,Polycythemia Vera,17976518,no
circulation_biomarker_diagnosis_down,hsa-mir-221,Polycythemia Vera,Polycythemia Vera,17976518,no
circulation_biomarker_diagnosis_down,hsa-let-7b,"Leukemia, Myeloid, Acute","Leukemia, Myeloid, Acute",18056805,no
circulation_biomarker_diagnosis_down,hsa-mir-223,"Leukemia, Lymphoblastic","Leukemia, Lymphoid",18056805,no
circulation_biomarker_diagnosis_down,hsa-mir-128-1,"Lymphoma, Hodgkin",Hodgkin Disease,18089852,no
circulation_biomarker_diagnosis_down,hsa-mir-128-2,"Lymphoma, Hodgkin",Hodgkin Disease,18089852,no
circulation_biomarker_diagnosis_down,hsa-mir-96,"Lymphoma, Hodgkin",Hodgkin Disease,18089852,no
circulation_biomarker_diagnosis_down,hsa-mir-15a,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",18362358,no
circulation_biomarker_diagnosis_down,hsa-mir-16-1,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",18362358,no
circulation_biomarker_diagnosis_down,hsa-mir-29c,Nasopharyngeal Neoplasms,Nasopharyngeal Neoplasms,18390668,no
circulation_biomarker_diagnosis_down,hsa-mir-199a-1,Neoplasms [unspecific],Neoplasms,18430245,no
circulation_biomarker_diagnosis_down,hsa-let-7a,Polycythemia Vera,Polycythemia Vera,18508790,no
circulation_biomarker_diagnosis_down,hsa-mir-150,Polycythemia Vera,Polycythemia Vera,18508790,no
circulation_biomarker_diagnosis_down,hsa-mir-30b,Polycythemia Vera,Polycythemia Vera,18508790,no
circulation_biomarker_diagnosis_down,hsa-mir-30c,Polycythemia Vera,Polycythemia Vera,18508790,no
circulation_biomarker_diagnosis_down,hsa-mir-222,Breast Neoplasms,Breast Neoplasms,18777135,no
circulation_biomarker_diagnosis_down,hsa-let-7e,Ovarian Neoplasms,Ovarian Neoplasms,18823650,no
circulation_biomarker_diagnosis_down,hsa-mir-182,Retinal Degeneration,Retinal Degeneration,18834879,no
circulation_biomarker_diagnosis_down,hsa-mir-183,Retinal Degeneration,Retinal Degeneration,18834879,no
circulation_biomarker_diagnosis_down,hsa-mir-96,Retinal Degeneration,Retinal Degeneration,18834879,no
circulation_biomarker_diagnosis_down,hsa-mir-141,"Carcinoma, Renal Cell","Carcinoma, Renal Cell",18925646,no
circulation_biomarker_diagnosis_down,hsa-mir-200c,"Carcinoma, Renal Cell","Carcinoma, Renal Cell",18925646,no
circulation_biomarker_diagnosis_down,hsa-mir-125b-1,Myelodysplastic Syndromes,Myelodysplastic Syndromes,18936236,no
circulation_biomarker_diagnosis_down,hsa-mir-17,"Lymphoma, B-Cell","Lymphoma, B-Cell",18941111,no
circulation_biomarker_diagnosis_down,hsa-mir-18a,"Lymphoma, B-Cell","Lymphoma, B-Cell",18941111,no
circulation_biomarker_diagnosis_down,hsa-mir-19a,"Lymphoma, B-Cell","Lymphoma, B-Cell",18941111,no
circulation_biomarker_diagnosis_down,hsa-mir-19b-1,"Lymphoma, B-Cell","Lymphoma, B-Cell",18941111,no
circulation_biomarker_diagnosis_down,hsa-mir-19b-2,"Lymphoma, B-Cell","Lymphoma, B-Cell",18941111,no
circulation_biomarker_diagnosis_down,hsa-mir-20a,"Lymphoma, B-Cell","Lymphoma, B-Cell",18941111,no
circulation_biomarker_diagnosis_down,hsa-mir-92a-1,"Lymphoma, B-Cell","Lymphoma, B-Cell",18941111,no
circulation_biomarker_diagnosis_down,hsa-mir-92a-2,"Lymphoma, B-Cell","Lymphoma, B-Cell",18941111,no
circulation_biomarker_diagnosis_down,hsa-mir-127,"Carcinoma, Hepatocellular","Carcinoma, Hepatocellular",18942116,no
circulation_biomarker_diagnosis_down,hsa-mir-200b,"Carcinoma, Hepatocellular","Carcinoma, Hepatocellular",18942116,no
circulation_biomarker_diagnosis_down,hsa-mir-34a,"Carcinoma, Hepatocellular","Carcinoma, Hepatocellular",18942116,no
circulation_biomarker_diagnosis_down,hsa-mir-337,Neurodegenerative Diseases [unspecific],Neurodegenerative Diseases,18987751,no
circulation_biomarker_diagnosis_down,hsa-mir-338,Neurodegenerative Diseases [unspecific],Neurodegenerative Diseases,18987751,no
circulation_biomarker_diagnosis_down,hsa-mir-150,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-210,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-223,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-296,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-30d,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-324,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-346,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-365a,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-365b,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-423,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-484,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-486,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-500a,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-518b,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-557,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-596,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-602,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-611,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-615,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-629,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-637,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-642a,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-654,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-663a,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-769,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-99a,Lupus Vulgaris,Lupus Vulgaris,18998140,no
circulation_biomarker_diagnosis_down,hsa-mir-181a-2,Leukemia,Leukemia,19022373,no
circulation_biomarker_diagnosis_down,hsa-mir-199b,Leukemia,Leukemia,19022373,no
circulation_biomarker_diagnosis_down,hsa-mir-378a,Leukemia,Leukemia,19022373,no
circulation_biomarker_diagnosis_down,hsa-mir-454,Leukemia,Leukemia,19022373,no
circulation_biomarker_diagnosis_down,hsa-mir-575,Leukemia,Leukemia,19022373,no
circulation_biomarker_diagnosis_down,hsa-mir-10a,"Leukemia, Myeloid, Chronic-Phase","Leukemia, Myeloid, Chronic-Phase",19074828,no
circulation_biomarker_diagnosis_down,hsa-mir-22,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",19144983,no
circulation_biomarker_diagnosis_down,hsa-mir-29c,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",19144983,no
circulation_biomarker_diagnosis_down,hsa-mir-373,"Leukemia-Lymphoma, Precursor B-Cell Lymphoblastic",Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,19206004,no
circulation_biomarker_diagnosis_down,hsa-mir-451a,"Leukemia-Lymphoma, Precursor B-Cell Lymphoblastic",Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,19206004,no
circulation_biomarker_diagnosis_down,hsa-mir-143,Colorectal Carcinoma,Colorectal Neoplasms,19242066,no
circulation_biomarker_diagnosis_down,hsa-mir-145,Colorectal Carcinoma,Colorectal Neoplasms,19242066,no
circulation_biomarker_diagnosis_down,hsa-mir-346,Schizophrenia,Schizophrenia,19264453,no
circulation_biomarker_diagnosis_down,hsa-mir-150,Marek Disease,Marek Disease,19297609,no
circulation_biomarker_diagnosis_down,hsa-mir-223,Marek Disease,Marek Disease,19297609,no
circulation_biomarker_diagnosis_down,hsa-mir-363,Autistic Disorder,Autistic Disorder,19360674,no
circulation_biomarker_diagnosis_down,hsa-mir-92a-1,Autistic Disorder,Autistic Disorder,19360674,no
circulation_biomarker_diagnosis_down,hsa-mir-92a-2,Autistic Disorder,Autistic Disorder,19360674,no
circulation_biomarker_diagnosis_down,hsa-mir-181b-1,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",19717645,no
circulation_biomarker_diagnosis_down,hsa-mir-181b-2,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",19717645,no
circulation_biomarker_diagnosis_down,hsa-mir-181c,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",19717645,no
circulation_biomarker_diagnosis_down,hsa-mir-223,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",19717645,no
circulation_biomarker_diagnosis_down,hsa-mir-29b-2,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",19717645,no
circulation_biomarker_diagnosis_down,hsa-mir-145,Atherosclerosis,Atherosclerosis,19744308,no
circulation_biomarker_diagnosis_down,hsa-mir-150,Sepsis,Sepsis,19823581,no
circulation_biomarker_diagnosis_down,hsa-mir-199b,Choriocarcinoma,Choriocarcinoma,19900756,no
circulation_biomarker_diagnosis_down,hsa-mir-146a,Sepsis,Sepsis,20188071,no
circulation_biomarker_diagnosis_down,hsa-mir-223,Sepsis,Sepsis,20188071,no
circulation_biomarker_diagnosis_down,hsa-mir-200a,Glomerulonephritis,Glomerulonephritis,20364043,no
circulation_biomarker_diagnosis_down,hsa-mir-200b,Glomerulonephritis,Glomerulonephritis,20364043,no
circulation_biomarker_diagnosis_down,hsa-mir-429,Glomerulonephritis,Glomerulonephritis,20364043,no
circulation_biomarker_diagnosis_down,hsa-mir-106b,"Child Development Disorders, Pervasive","Child Development Disorders, Pervasive",20374639,no
circulation_biomarker_diagnosis_down,hsa-mir-181b-1,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",20393129,no
circulation_biomarker_diagnosis_down,hsa-mir-181b-2,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",20393129,no
circulation_biomarker_diagnosis_down,hsa-let-7i,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-106b,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-107,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-17,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-20a,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-20b,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-214,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-216a,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-217,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-221,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-330,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-452,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-509-3,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-517a,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-518e,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-519b,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-593,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-621,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-646,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-767,Melanoma,Melanoma,20529253,no
circulation_biomarker_diagnosis_down,hsa-mir-126,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",20651284,no
circulation_biomarker_diagnosis_down,hsa-mir-15a,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",20651284,no
circulation_biomarker_diagnosis_down,hsa-mir-191,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",20651284,no
circulation_biomarker_diagnosis_down,hsa-mir-197,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",20651284,no
circulation_biomarker_diagnosis_down,hsa-mir-20b,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",20651284,no
circulation_biomarker_diagnosis_down,hsa-mir-21,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",20651284,no
circulation_biomarker_diagnosis_down,hsa-mir-223,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",20651284,no
circulation_biomarker_diagnosis_down,hsa-mir-24-1,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",20651284,no
circulation_biomarker_diagnosis_down,hsa-mir-24-2,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",20651284,no
circulation_biomarker_diagnosis_down,hsa-mir-320a,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",20651284,no
circulation_biomarker_diagnosis_down,hsa-mir-486,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",20651284,no
circulation_biomarker_diagnosis_down,hsa-mir-101-1,"Lymphoma, Large-Cell, Anaplastic","Lymphoma, Large-Cell, Anaplastic",20805506,no
circulation_biomarker_diagnosis_down,hsa-mir-101-2,"Lymphoma, Large-Cell, Anaplastic","Lymphoma, Large-Cell, Anaplastic",20805506,no
circulation_biomarker_diagnosis_down,hsa-mir-181b-1,Autistic Disorder,Autistic Disorder,20868653,no
circulation_biomarker_diagnosis_down,hsa-mir-486,Autistic Disorder,Autistic Disorder,20868653,no
circulation_biomarker_diagnosis_down,hsa-mir-27a,Leukemia,Leukemia,21070600,no
circulation_biomarker_diagnosis_down,hsa-mir-331,Leukemia,Leukemia,21070600,no
circulation_biomarker_diagnosis_down,hsa-mir-15a,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",21130495,no
circulation_biomarker_diagnosis_down,hsa-mir-16-1,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",21130495,no
circulation_biomarker_diagnosis_down,hsa-mir-181a-2,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",21130495,no
circulation_biomarker_diagnosis_down,hsa-mir-181b-1,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",21130495,no
circulation_biomarker_diagnosis_down,hsa-mir-181b-2,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",21130495,no
circulation_biomarker_diagnosis_down,hsa-mir-29b-1,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",21130495,no
circulation_biomarker_diagnosis_down,hsa-mir-29b-2,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",21130495,no
circulation_biomarker_diagnosis_down,hsa-let-7d,Pancreatic Neoplasms,Pancreatic Neoplasms,21139804,no
circulation_biomarker_diagnosis_down,hsa-mir-146a,Pancreatic Neoplasms,Pancreatic Neoplasms,21139804,no
circulation_biomarker_diagnosis_down,hsa-mir-126,Heart Failure,Heart Diseases,21157109,no
circulation_biomarker_diagnosis_down,hsa-mir-424,Hemangioma,Hemangioma,21179471,no
circulation_biomarker_diagnosis_down,hsa-mir-503,Diabetes Mellitus,Diabetes Mellitus,21220732,no
circulation_biomarker_diagnosis_down,hsa-mir-125b-1,Human Immunodeficiency Virus Infection,HIV Infections,21224041,no
circulation_biomarker_diagnosis_down,hsa-mir-125b-2,Human Immunodeficiency Virus Infection,HIV Infections,21224041,no
circulation_biomarker_diagnosis_down,hsa-mir-150,Human Immunodeficiency Virus Infection,HIV Infections,21224041,no
circulation_biomarker_diagnosis_down,hsa-mir-28,Human Immunodeficiency Virus Infection,HIV Infections,21224041,no
circulation_biomarker_diagnosis_down,hsa-mir-382,Human Immunodeficiency Virus Infection,HIV Infections,21224041,no
circulation_biomarker_diagnosis_down,hsa-let-7a-1,"Carcinoma, Renal Cell","Carcinoma, Renal Cell",21229250,no
circulation_biomarker_diagnosis_down,hsa-let-7a-2,"Carcinoma, Renal Cell","Carcinoma, Renal Cell",21229250,no
circulation_biomarker_diagnosis_down,hsa-let-7a-3,"Carcinoma, Renal Cell","Carcinoma, Renal Cell",21229250,no
circulation_biomarker_diagnosis_down,hsa-let-7b,"Carcinoma, Renal Cell","Carcinoma, Renal Cell",21229250,no
